team,opponent,team_score,opponent_score,outcome
CLE,GSW,98,132,0.0
DET,CHI,101,111,0.0
MEM,NOP,101,99,1.0
TOR,BRK,112,100,1.0
WAS,POR,98,108,0.0
DEN,OKC,104,110,0.0
MIA,MIL,79,91,0.0
NOP,MIN,114,99,1.0
PHO,IND,94,97,0.0
BRK,CLE,78,91,0.0
CHI,GSW,94,125,0.0
HOU,DET,114,123,0.0
LAL,SAC,93,112,0.0
OKC,CHO,109,95,1.0
ORL,PHI,87,96,0.0
POR,ATL,98,104,0.0
TOR,BOS,115,109,1.0
WAS,MIA,106,87,1.0
CLE,LAC,115,102,1.0
DEN,MEM,101,102,0.0
NOP,DET,115,99,1.0
PHO,SAS,89,117,0.0
SAC,ATL,91,88,1.0
BOS,CHI,110,101,1.0
BRK,UTA,86,108,0.0
DAL,OKC,106,109,0.0
GSW,IND,122,110,1.0
HOU,MIL,102,98,1.0
LAL,SAS,95,108,0.0
NYK,LAC,88,116,0.0
TOR,MIA,101,81,1.0
CHO,NYK,97,84,1.0
CLE,CHI,83,96,0.0
DEN,DET,104,101,1.0
MIN,MEM,106,101,1.0
NOP,MIL,116,99,1.0
PHO,ATL,98,95,1.0
POR,LAL,121,103,1.0
SAC,IND,108,97,1.0
BRK,OKC,116,106,1.0
HOU,DAL,115,104,1.0
PHI,BOS,92,112,0.0
TOR,LAC,112,94,1.0
CHI,MIA,84,89,0.0
CLE,MIN,114,107,1.0
DEN,ATL,105,119,0.0
GSW,SAS,120,90,1.0
NOP,HOU,111,112,0.0
UTA,DET,92,95,0.0
WAS,BOS,91,116,0.0
BRK,MIA,98,102,0.0
IND,LAC,89,91,0.0
LAL,DAL,90,92,0.0
MIL,ORL,107,100,1.0
PHI,PHO,113,103,1.0
POR,SAC,112,97,1.0
TOR,WAS,106,89,1.0
ATL,LAC,83,85,0.0
BOS,DEN,111,103,1.0
CLE,PHO,115,93,1.0
DET,PHI,110,97,1.0
GSW,DAL,127,107,1.0
MIN,OKC,123,126,0.0
SAS,HOU,130,99,1.0
UTA,CHO,102,73,1.0
IND,ATL,111,92,1.0
LAL,CHI,91,114,0.0
MEM,MIL,103,83,1.0
NOP,SAC,114,105,1.0
TOR,NYK,103,93,1.0
WAS,DEN,113,117,0.0
BOS,ORL,113,94,1.0
DAL,BRK,91,79,1.0
DET,CLE,106,114,0.0
LAC,LAL,105,93,1.0
MIL,MIA,103,107,0.0
NYK,PHO,102,84,1.0
OKC,HOU,116,108,1.0
POR,CHO,109,91,1.0
UTA,MIN,103,90,1.0
CLE,SAS,117,103,1.0
HOU,WAS,122,123,0.0
MEM,SAC,121,117,1.0
NOP,BRK,105,103,1.0
PHI,GSW,105,108,0.0
TOR,DET,111,107,1.0
DAL,PHO,91,78,1.0
LAC,CHI,120,93,1.0
LAL,CHO,82,101,0.0
MIA,ATL,105,87,1.0
NYK,GSW,95,116,0.0
ORL,BOS,119,114,1.0
POR,MIN,96,93,1.0
ATL,DAL,112,97,1.0
BRK,DET,100,105,0.0
DEN,TOR,112,93,1.0
NOP,MEM,95,110,0.0
OKC,WAS,114,98,1.0
SAC,MIL,111,104,1.0
SAS,ORL,107,92,1.0
HOU,MIA,115,102,1.0
LAL,MIN,119,115,1.0
NYK,BOS,89,97,0.0
PHO,TOR,97,104,0.0
POR,MIL,107,95,1.0
BOS,DET,102,95,1.0
BRK,IND,100,114,0.0
CHO,CLE,106,97,1.0
DAL,MIA,90,93,0.0
LAC,MIN,102,108,0.0
OKC,ORL,117,114,1.0
PHI,ATL,86,124,0.0
SAC,CHI,102,107,0.0
SAS,NOP,110,97,1.0
UTA,DEN,85,81,1.0
WAS,GSW,121,134,0.0
DET,NYK,111,105,1.0
NOP,LAL,96,99,0.0
PHO,HOU,105,111,0.0
POR,TOR,103,110,0.0
ATL,IND,102,96,1.0
BRK,SAC,128,119,1.0
CHO,MIA,95,98,0.0
CLE,BOS,103,104,0.0
DAL,SAS,90,116,0.0
DEN,CHI,115,110,1.0
NYK,MEM,85,91,0.0
ORL,LAC,93,107,0.0
UTA,MIL,84,81,1.0
WAS,PHI,106,94,1.0
CHO,WAS,108,104,1.0
CLE,NOP,99,84,1.0
GSW,OKC,116,108,1.0
HOU,POR,79,96,0.0
IND,DET,112,104,1.0
MIN,CHI,112,105,1.0
PHI,BRK,103,98,1.0
PHO,UTA,89,98,0.0
SAS,LAL,106,102,1.0
BOS,SAC,128,119,1.0
MIA,LAC,93,100,0.0
NYK,DEN,96,101,0.0
ORL,ATL,96,94,1.0
BRK,DEN,105,104,1.0
CHO,CHI,108,91,1.0
CLE,SAC,120,100,1.0
DET,TOR,89,103,0.0
IND,LAL,89,87,1.0
MIN,NOP,102,116,0.0
PHO,OKC,106,122,0.0
GSW,HOU,123,110,1.0
MIA,SAS,101,119,0.0
MIL,BOS,112,111,1.0
NYK,WAS,108,111,0.0
BRK,MEM,90,109,0.0
CHI,ATL,90,113,0.0
CLE,LAL,120,111,1.0
DET,DEN,92,103,0.0
IND,CHO,95,117,0.0
MIN,TOR,117,112,1.0
NOP,UTA,100,96,1.0
ORL,SAS,96,98,0.0
PHI,SAC,110,114,0.0
PHO,GSW,104,112,0.0
POR,HOU,116,103,1.0
MIL,WAS,99,92,1.0
OKC,NOP,121,95,1.0
CLE,CHI,106,95,1.0
LAC,SAS,105,86,1.0
WAS,UTA,103,89,1.0
ATL,MIA,111,115,0.0
BRK,NYK,109,98,1.0
CHI,TOR,116,106,1.0
LAL,SAS,113,119,0.0
MEM,MIN,109,104,1.0
MIL,CHO,95,98,0.0
NOP,PHI,121,114,1.0
OKC,IND,98,101,0.0
PHO,HOU,100,116,0.0
POR,GSW,137,105,1.0
SAC,DEN,116,110,1.0
UTA,BOS,111,93,1.0
WAS,DET,98,86,1.0
LAC,GSW,112,115,0.0
MIA,WAS,114,94,1.0
MIN,NYK,95,103,0.0
BRK,CHO,96,104,0.0
CHI,LAL,126,115,1.0
DAL,PHI,129,103,1.0
DEN,BOS,101,121,0.0
DET,NOP,106,111,0.0
OKC,CLE,92,115,0.0
ORL,IND,102,105,0.0
PHO,SAS,111,118,0.0
POR,UTA,115,111,1.0
TOR,MEM,98,85,1.0
ATL,GSW,92,102,0.0
CLE,DET,88,96,0.0
LAC,PHO,124,84,1.0
MIL,LAL,108,101,1.0
MIN,BOS,124,122,1.0
NYK,TOR,95,122,0.0
DEN,SAC,110,114,0.0
PHI,ORL,115,124,0.0
POR,BRK,112,104,1.0
WAS,NOP,109,89,1.0
CHI,WAS,109,104,1.0
CLE,CHO,114,103,1.0
DAL,OKC,103,116,0.0
DET,PHI,111,91,1.0
IND,NYK,108,105,1.0
LAC,DEN,81,87,0.0
MEM,LAL,128,119,1.0
MIA,GSW,112,118,0.0
SAC,SAS,92,108,0.0
TOR,MIN,114,105,1.0
BOS,MIL,112,107,1.0
NOP,OKC,123,119,1.0
ORL,GSW,114,130,0.0
PHO,BRK,106,116,0.0
POR,HOU,105,119,0.0
UTA,SAS,78,96,0.0
ATL,CHI,103,88,1.0
IND,CHO,95,96,0.0
LAL,MEM,95,112,0.0
NYK,ORL,108,95,1.0
PHI,WAS,94,103,0.0
SAC,LAC,107,117,0.0
TOR,CLE,99,97,1.0
BOS,MIA,101,89,1.0
CHI,POR,95,103,0.0
HOU,SAS,94,104,0.0
MIL,DET,91,102,0.0
NOP,MIN,110,112,0.0
PHO,MEM,111,106,1.0
UTA,BRK,96,98,0.0
ATL,CHO,87,76,1.0
DAL,MIN,128,101,1.0
DET,TOR,114,101,1.0
IND,POR,102,111,0.0
NYK,MIA,81,98,0.0
ORL,PHI,130,116,1.0
WAS,CLE,113,99,1.0
BOS,UTA,100,95,1.0
CLE,IND,100,96,1.0
DEN,MEM,96,103,0.0
LAC,BRK,105,95,1.0
MIL,HOU,128,121,1.0
SAC,OKC,116,131,0.0
WAS,PHI,116,108,1.0
CHO,PHO,126,92,1.0
DAL,ORL,121,108,1.0
LAL,BRK,107,101,1.0
MIA,CHI,129,111,1.0
NYK,POR,85,104,0.0
BOS,POR,116,93,1.0
DEN,LAL,117,107,1.0
HOU,NOP,100,95,1.0
LAC,OKC,103,98,1.0
MEM,SAC,104,98,1.0
MIL,IND,99,104,0.0
MIN,WAS,98,104,0.0
ORL,CHI,102,89,1.0
PHI,CHO,99,119,0.0
SAS,DET,97,81,1.0
TOR,UTA,104,94,1.0
DAL,SAC,101,104,0.0
GSW,OKC,121,106,1.0
MIA,PHO,108,92,1.0
NOP,SAS,86,94,0.0
BOS,NYK,105,104,1.0
CHO,IND,108,101,1.0
CLE,WAS,108,83,1.0
LAL,ATL,77,106,0.0
MEM,UTA,94,88,1.0
MIL,MIN,116,101,1.0
ORL,PHO,84,102,0.0
PHI,MIA,102,112,0.0
TOR,POR,117,115,1.0
CHI,HOU,108,100,1.0
CLE,BOS,120,103,1.0
LAC,ATL,97,107,0.0
MIN,BRK,132,118,1.0
NOP,UTA,94,106,0.0
NYK,DET,102,89,1.0
SAS,SAC,104,94,1.0
WAS,IND,99,100,0.0
DET,POR,123,103,1.0
LAL,GSW,112,95,1.0
MEM,PHO,100,109,0.0
MIA,PHI,103,98,1.0
MIL,OKC,96,104,0.0
TOR,HOU,107,113,0.0
CHI,MIL,100,90,1.0
CHO,MIN,108,103,1.0
CLE,MEM,103,106,0.0
DAL,LAC,90,109,0.0
GSW,ORL,119,113,1.0
IND,SAS,99,91,1.0
NOP,SAC,115,112,1.0
DEN,NYK,110,94,1.0
LAL,ORL,107,98,1.0
MIN,SAS,91,116,0.0
TOR,BRK,104,99,1.0
UTA,ATL,84,91,0.0
BOS,MEM,116,96,1.0
CHO,NOP,122,113,1.0
DAL,DET,96,102,0.0
GSW,UTA,115,94,1.0
MIL,MIA,114,108,1.0
OKC,LAC,120,108,1.0
PHI,HOU,104,118,0.0
PHO,NYK,97,128,0.0
SAC,CLE,111,120,0.0
DEN,PHO,116,98,1.0
LAL,CLE,108,120,0.0
SAS,CHI,109,101,1.0
TOR,ATL,104,96,1.0
BOS,HOU,98,102,0.0
CHI,MIA,96,118,0.0
CHO,DET,118,103,1.0
GSW,POR,128,112,1.0
LAC,NYK,101,94,1.0
OKC,MIN,96,99,0.0
PHI,BRK,95,89,1.0
SAC,ORL,100,107,0.0
UTA,WAS,114,93,1.0
ATL,MEM,95,83,1.0
CHO,HOU,125,109,1.0
DAL,IND,105,112,0.0
DEN,WAS,116,100,1.0
GSW,PHO,123,116,1.0
MIL,NOP,103,92,1.0
PHI,DET,111,125,0.0
POR,ORL,121,84,1.0
SAS,OKC,93,85,1.0
ATL,IND,104,75,1.0
BRK,MIL,100,109,0.0
LAC,CLE,90,114,0.0
LAL,NYK,87,90,0.0
SAC,UTA,99,108,0.0
CHO,DAL,96,107,0.0
GSW,NOP,125,107,1.0
HOU,MEM,130,81,1.0
MIA,DEN,124,119,1.0
OKC,POR,128,94,1.0
PHO,MIN,107,104,1.0
TOR,CHI,107,109,0.0
UTA,CLE,94,85,1.0
WAS,DET,124,81,1.0
BRK,PHI,131,114,1.0
IND,BOS,103,98,1.0
LAL,SAC,98,106,0.0
MIL,TOR,89,107,0.0
ORL,DEN,116,110,1.0
SAS,LAC,108,87,1.0
BOS,OKC,109,130,0.0
CHO,ORL,107,99,1.0
CLE,DAL,99,98,1.0
DET,ATL,114,118,0.0
GSW,NYK,121,85,1.0
HOU,LAC,106,122,0.0
MEM,MIN,108,114,0.0
SAC,NOP,108,123,0.0
WAS,CHI,117,96,1.0
ATL,DEN,116,98,1.0
CHI,BRK,118,102,1.0
MIA,CHO,106,109,0.0
MIL,MEM,96,86,1.0
PHI,WAS,94,99,0.0
SAS,POR,118,110,1.0
DAL,GSW,112,130,0.0
DET,SAC,115,108,1.0
HOU,MIN,116,111,1.0
LAL,PHO,90,95,0.0
NOP,POR,112,117,0.0
ORL,CLE,103,109,0.0
PHI,OKC,97,111,0.0
TOR,BOS,105,91,1.0
ATL,HOU,109,97,1.0
CHI,UTA,92,85,1.0
CHO,DEN,93,101,0.0
DET,BRK,115,103,1.0
IND,OKC,111,115,0.0
MEM,LAC,113,102,1.0
MIA,CLE,122,101,1.0
SAS,GSW,87,79,1.0
WAS,NYK,99,89,1.0
MIL,UTA,85,94,0.0
NOP,LAC,109,105,1.0
NYK,SAC,80,88,0.0
PHI,BOS,105,120,0.0
TOR,ORL,105,100,1.0
ATL,WAS,102,117,0.0
BOS,ORL,107,96,1.0
CHI,SAC,109,102,1.0
CHO,SAS,91,88,1.0
CLE,DEN,124,91,1.0
DET,MIL,92,91,1.0
IND,PHI,91,75,1.0
MIN,GSW,104,109,0.0
PHO,MEM,97,103,0.0
BRK,CHO,100,105,0.0
LAL,MEM,107,100,1.0
NOP,MIA,99,113,0.0
OKC,HOU,111,107,1.0
BOS,TOR,91,79,1.0
CHI,NYK,107,115,0.0
CLE,MIL,113,104,1.0
DEN,PHI,104,103,1.0
DET,ORL,118,102,1.0
GSW,LAC,114,98,1.0
HOU,UTA,87,89,0.0
MIN,SAC,113,104,1.0
PHO,LAL,119,107,1.0
POR,DAL,109,103,1.0
SAS,MIA,112,88,1.0
WAS,ATL,101,122,0.0
BRK,CLE,104,95,1.0
IND,NOP,92,84,1.0
LAC,POR,96,94,1.0
NYK,CHI,106,94,1.0
OKC,UTA,113,91,1.0
ATL,MIL,101,90,1.0
DET,CHO,112,105,1.0
GSW,DAL,128,120,1.0
HOU,TOR,112,109,1.0
LAL,DEN,105,116,0.0
MIA,ORL,108,97,1.0
SAC,PHO,116,94,1.0
SAS,MEM,110,104,1.0
BRK,IND,120,110,1.0
DET,ATL,95,112,0.0
MIL,CHO,91,115,0.0
MIN,UTA,84,93,0.0
NOP,TOR,91,115,0.0
NYK,CLE,93,107,0.0
OKC,SAS,111,92,1.0
ORL,CHI,111,89,1.0
PHO,BOS,99,102,0.0
POR,PHI,108,105,1.0
GSW,PHI,117,105,1.0
IND,HOU,104,101,1.0
LAC,DEN,105,90,1.0
LAL,WAS,88,101,0.0
SAC,DAL,133,111,1.0
CHI,ATL,100,102,0.0
DEN,DAL,88,97,0.0
LAC,BOS,114,90,1.0
MEM,SAS,87,101,0.0
MIA,BRK,110,99,1.0
MIN,PHO,121,116,1.0
NOP,NYK,99,91,1.0
POR,SAC,105,93,1.0
TOR,OKC,100,119,0.0
UTA,LAL,123,75,1.0
CLE,HOU,100,106,0.0
DET,OKC,88,82,1.0
GSW,WAS,102,94,1.0
IND,CHI,96,98,0.0
ORL,BRK,139,105,1.0
PHI,CHO,85,100,0.0
DAL,NYK,91,89,1.0
MEM,DEN,105,109,0.0
MIL,PHO,105,94,1.0
MIN,LAC,79,99,0.0
SAC,WAS,120,111,1.0
SAS,NOP,100,92,1.0
TOR,ATL,105,97,1.0
CLE,BRK,107,87,1.0
HOU,CHI,100,103,0.0
NOP,DEN,101,95,1.0
OKC,LAC,119,117,1.0
POR,BOS,116,109,1.0
CHO,PHI,100,91,1.0
DET,DAL,89,98,0.0
GSW,BOS,106,109,0.0
MEM,TOR,95,99,0.0
MIL,ORL,113,110,1.0
NYK,BRK,105,91,1.0
PHO,WAS,99,106,0.0
SAC,MIA,106,112,0.0
UTA,MIN,98,85,1.0
CHI,DET,90,94,0.0
DEN,SAC,106,115,0.0
PHI,IND,102,115,0.0
POR,MIA,110,93,1.0
SAS,TOR,102,95,1.0
BRK,NOP,87,106,0.0
CLE,CHO,112,103,1.0
GSW,POR,136,111,1.0
HOU,OKC,118,110,1.0
LAC,WAS,114,109,1.0
LAL,BOS,100,107,0.0
MIL,CHI,98,102,0.0
MIN,DAL,78,88,0.0
NYK,IND,87,92,0.0
ORL,MEM,119,107,1.0
PHO,UTA,86,101,0.0
ATL,PHO,103,90,1.0
DEN,OKC,102,124,0.0
LAC,LAL,103,81,1.0
MEM,CHI,108,92,1.0
MIA,DET,107,89,1.0
MIL,CLE,80,109,0.0
PHI,NOP,107,93,1.0
SAC,POR,107,115,0.0
TOR,CHO,96,90,1.0
UTA,SAS,86,88,0.0
BOS,NOP,104,97,1.0
DAL,HOU,88,86,1.0
IND,CLE,123,109,1.0
LAL,LAC,81,91,0.0
NYK,CHO,97,111,0.0
ORL,DET,104,108,0.0
POR,OKC,120,115,1.0
WAS,BRK,121,103,1.0
ATL,TOR,95,87,1.0
GSW,SAS,112,101,1.0
HOU,PHO,115,124,0.0
MIA,CHI,106,98,1.0
SAC,MIN,97,105,0.0
BOS,MIL,124,109,1.0
CHO,BRK,113,99,1.0
DAL,MEM,103,93,1.0
DEN,SAS,102,98,1.0
DET,WAS,112,99,1.0
NOP,LAL,110,102,1.0
ORL,MIA,112,109,1.0
PHI,NYK,102,109,0.0
TOR,IND,111,98,1.0
ATL,BOS,118,107,1.0
CHI,CLE,105,102,1.0
MEM,GSW,99,100,0.0
NOP,PHO,100,121,0.0
POR,MIN,105,106,0.0
SAC,OKC,114,112,1.0
DEN,UTA,84,100,0.0
HOU,LAL,130,110,1.0
IND,BRK,129,105,1.0
LAC,DAL,98,91,1.0
MIA,ORL,118,96,1.0
NYK,TOR,89,93,0.0
SAS,GSW,86,92,0.0
WAS,CHO,113,98,1.0
BOS,CHO,100,114,0.0
BRK,WAS,111,120,0.0
CLE,ATL,109,94,1.0
MIN,HOU,105,129,0.0
NOP,CHI,116,121,0.0
OKC,LAL,112,79,1.0
ORL,MIL,107,98,1.0
PHO,SAC,101,105,0.0
UTA,DAL,92,101,0.0
DET,MIA,93,99,0.0
IND,NYK,102,90,1.0
LAC,MEM,110,84,1.0
TOR,PHI,122,98,1.0
BOS,MIA,98,88,1.0
BRK,TOR,96,103,0.0
CHI,PHI,115,105,1.0
CHO,ORL,117,103,1.0
DAL,SAS,91,96,0.0
GSW,MEM,125,104,1.0
HOU,SAC,116,81,1.0
LAL,UTA,101,96,1.0
MIL,IND,92,97,0.0
MIN,NOP,144,109,1.0
PHO,LAC,114,105,1.0
POR,DEN,107,99,1.0
WAS,ATL,109,98,1.0
MIA,IND,87,90,0.0
ORL,IND,114,94,1.0
DET,ATL,106,94,1.0
CLE,CHI,95,97,0.0
NOP,GSW,95,111,0.0
PHI,BOS,95,112,0.0
CHI,BRK,115,100,1.0
UTA,DET,87,92,0.0
DEN,HOU,105,85,1.0
MIN,LAL,112,111,1.0
CLE,MEM,106,76,1.0
CHO,MIA,94,104,0.0
NYK,MIL,122,97,1.0
SAS,OKC,106,112,0.0
WAS,ORL,88,87,1.0
DAL,PHO,111,95,1.0
NOP,POR,94,112,0.0
LAC,SAC,111,104,1.0
IND,TOR,99,106,0.0
MEM,IND,112,103,1.0
DAL,LAC,88,104,0.0
ATL,NYK,112,101,1.0
CHO,ATL,94,97,0.0
TOR,BOS,113,103,1.0
MIA,CLE,92,102,0.0
MIN,DEN,95,78,1.0
GSW,HOU,112,92,1.0
WAS,MIL,118,113,1.0
UTA,PHI,99,71,1.0
POR,PHO,92,110,0.0
LAL,SAC,114,132,0.0
BRK,SAS,75,102,0.0
UTA,IND,97,76,1.0
SAC,LAC,109,114,0.0
BRK,MEM,91,101,0.0
GSW,NOP,134,120,1.0
PHO,POR,101,90,1.0
NYK,WAS,117,110,1.0
SAS,BOS,95,87,1.0
ORL,CHI,87,92,0.0
ATL,CHO,94,92,1.0
DAL,LAL,103,93,1.0
HOU,MIA,89,109,0.0
DEN,OKC,93,117,0.0
MIL,TOR,87,106,0.0
MIL,BRK,103,96,1.0
MEM,GSW,69,119,0.0
OKC,HOU,105,110,0.0
PHO,LAC,96,102,0.0
POR,MIN,106,101,1.0
SAS,NYK,94,84,1.0
CLE,PHI,107,100,1.0
CHI,CHO,105,130,0.0
TOR,DAL,102,91,1.0
IND,DET,94,82,1.0
DEN,LAL,120,109,1.0
ATL,MIA,98,92,1.0
ORL,NOP,103,94,1.0
MEM,SAC,103,89,1.0
BRK,ATL,87,101,0.0
NYK,CLE,86,96,0.0
LAC,GSW,108,112,0.0
BOS,IND,98,100,0.0
PHI,MIL,87,91,0.0
TOR,OKC,103,98,1.0
SAC,PHO,97,118,0.0
POR,UTA,108,92,1.0
SAS,WAS,99,102,0.0
OKC,CHI,98,104,0.0
CHO,DAL,108,94,1.0
UTA,DEN,96,84,1.0
MIA,MIN,96,84,1.0
MEM,POR,96,115,0.0
WAS,BOS,98,118,0.0
LAL,BRK,104,98,1.0
PHI,CLE,102,108,0.0
DEN,GSW,104,119,0.0
ATL,NOP,121,115,1.0
MIL,NYK,99,92,1.0
TOR,ORL,87,92,0.0
DET,PHO,100,92,1.0
HOU,SAC,116,110,1.0
WAS,ATL,99,114,0.0
NOP,DAL,98,107,0.0
HOU,LAC,109,105,1.0
BRK,MIL,86,94,0.0
ORL,PHI,105,97,1.0
GSW,SAC,103,94,1.0
CHO,SAS,94,114,0.0
MEM,UTA,79,89,0.0
IND,CLE,97,101,0.0
TOR,MIA,76,96,0.0
LAL,NYK,95,99,0.0
PHO,OKC,103,124,0.0
DET,POR,120,103,1.0
MIN,ATL,117,107,1.0
POR,DEN,104,108,0.0
DET,GSW,95,109,0.0
ORL,IND,84,97,0.0
MEM,LAC,92,94,0.0
CHI,PHI,111,88,1.0
SAS,SAC,106,88,1.0
UTA,CLE,114,118,0.0
LAL,MIA,88,101,0.0
BOS,MIL,99,83,1.0
CHO,MIN,104,95,1.0
DAL,NOP,105,120,0.0
NYK,TOR,111,109,1.0
OKC,WAS,125,101,1.0
NOP,ATL,98,106,0.0
IND,BOS,102,91,1.0
NYK,CHO,93,95,0.0
LAC,DAL,108,118,0.0
MIL,DEN,102,103,0.0
BRK,HOU,106,98,1.0
GSW,MEM,100,84,1.0
LAL,ORL,99,101,0.0
TOR,PHI,119,103,1.0
SAS,POR,113,101,1.0
DET,SAC,92,101,0.0
UTA,MIA,91,92,0.0
GSW,MIN,129,116,1.0
LAC,PHO,104,118,0.0
ATL,BOS,93,106,0.0
CHO,CHI,97,102,0.0
LAL,DAL,82,90,0.0
HOU,DEN,98,107,0.0
MIN,IND,103,107,0.0
POR,MEM,100,101,0.0
CLE,NYK,90,84,1.0
PHI,OKC,85,102,0.0
UTA,ORL,93,102,0.0
BRK,SAC,109,111,0.0
NOP,TOR,81,100,0.0
DAL,HOU,110,98,1.0
DET,LAC,96,101,0.0
DEN,PHO,81,105,0.0
PHI,SAS,83,92,0.0
ORL,WAS,99,108,0.0
UTA,ATL,97,96,1.0
POR,CHO,94,106,0.0
DET,LAL,85,97,0.0
MEM,MIN,114,106,1.0
NOP,NYK,87,95,0.0
BOS,OKC,100,85,1.0
TOR,SAC,101,107,0.0
IND,CHI,95,96,0.0
BOS,HOU,111,95,1.0
OKC,MEM,114,122,0.0
DAL,PHI,92,86,1.0
LAL,PHO,101,120,0.0
POR,SAS,80,93,0.0
ATL,BRK,88,90,0.0
CLE,DET,99,104,0.0
TOR,GSW,110,115,0.0
MIN,MIA,103,91,1.0
DEN,NOP,115,98,1.0
CHO,NYK,94,102,0.0
MIL,WAS,86,115,0.0
SAC,ATL,97,103,0.0
DAL,BOS,106,102,1.0
BRK,CHO,111,116,0.0
NOP,OKC,103,110,0.0
IND,PHI,112,85,1.0
CHI,PHO,103,97,1.0
DEN,SAS,98,109,0.0
TOR,UTA,89,93,0.0
MIL,CLE,100,115,0.0
GSW,LAC,124,117,1.0
SAC,MIA,109,116,0.0
BRK,BOS,95,120,0.0
PHI,CHO,88,113,0.0
UTA,DAL,93,102,0.0
PHO,DEN,114,107,1.0
CHI,GSW,94,106,0.0
TOR,LAL,102,91,1.0
HOU,MEM,84,96,0.0
DET,MIN,96,86,1.0
SAS,NOP,90,104,0.0
NYK,OKC,93,90,1.0
LAC,POR,91,102,0.0
ATL,CLE,97,109,0.0
WAS,DET,97,95,1.0
NYK,HOU,107,102,1.0
MIL,IND,86,123,0.0
PHI,MIA,91,96,0.0
SAC,ORL,97,91,1.0
MEM,SAS,82,92,0.0
BOS,BRK,101,111,0.0
GSW,DEN,118,105,1.0
TOR,LAC,91,80,1.0
POR,LAL,107,93,1.0
PHO,NOP,116,122,0.0
DAL,OKC,114,117,0.0
ORL,CLE,103,117,0.0
NYK,MIA,78,95,0.0
DET,MIL,88,109,0.0
PHI,MIN,95,100,0.0
PHO,SAS,84,98,0.0
OKC,UTA,111,89,1.0
BOS,ATL,97,121,0.0
LAC,DEN,111,94,1.0
LAL,GSW,77,111,0.0
DAL,MEM,96,110,0.0
CHI,POR,93,88,1.0
IND,WAS,123,106,1.0
PHI,BOS,80,84,0.0
WAS,CHO,87,101,0.0
MIA,DET,81,104,0.0
MEM,HOU,102,93,1.0
UTA,LAC,102,91,1.0
SAC,MIL,129,118,1.0
ATL,MIN,95,99,0.0
BRK,OKC,99,110,0.0
NYK,ORL,91,100,0.0
NOP,PHO,120,114,1.0
DAL,SAS,83,88,0.0
CLE,TOR,99,103,0.0
WAS,BOS,78,111,0.0
CLE,CHO,95,90,1.0
SAS,DEN,91,80,1.0
PHI,HOU,114,116,0.0
CHI,IND,92,104,0.0
NOP,LAC,90,111,0.0
ATL,MEM,116,101,1.0
MIA,NYK,97,78,1.0
DET,OKC,87,103,0.0
MIL,ORL,90,114,0.0
GSW,PHO,135,116,1.0
MIN,SAC,101,91,1.0
BRK,CLE,88,90,0.0
DEN,DAL,81,92,0.0
SAC,GSW,101,120,0.0
LAL,POR,96,108,0.0
ATL,SAS,88,108,0.0
NOP,UTA,87,101,0.0
TOR,WAS,84,82,1.0
DET,BRK,83,87,0.0
MIL,CHO,82,87,0.0
MIN,LAC,99,107,0.0
IND,LAL,107,103,1.0
PHI,MEM,84,92,0.0
BOS,ORL,91,110,0.0
PHO,TOR,107,102,1.0
OKC,ATL,100,106,0.0
SAS,CHI,89,92,0.0
HOU,DET,105,116,0.0
POR,LAC,87,102,0.0
BOS,MIA,105,95,1.0
DEN,MIL,74,92,0.0
DAL,SAC,98,112,0.0
GSW,UTA,106,103,1.0
PHO,BRK,91,94,0.0
WAS,CLE,97,85,1.0
ORL,MIN,96,93,1.0
MEM,NOP,113,104,1.0
LAL,PHI,91,103,0.0
TOR,ATL,96,86,1.0
DEN,CHI,90,99,0.0
GSW,CHO,116,99,1.0
NOP,HOU,101,108,0.0
IND,LAC,103,91,1.0
PHI,NYK,87,99,0.0
MIL,SAS,70,95,0.0
LAL,WAS,108,104,1.0
SAS,MEM,103,83,1.0
OKC,MIA,95,97,0.0
IND,POR,111,123,0.0
BOS,SAC,114,97,1.0
DEN,TOR,106,105,1.0
ORL,UTA,103,94,1.0
LAL,ATL,87,100,0.0
HOU,DAL,100,96,1.0
MIL,DET,95,102,0.0
BRK,NYK,91,108,0.0
PHO,WAS,106,109,0.0
CHO,CHI,102,96,1.0
SAC,HOU,113,120,0.0
ORL,LAC,101,103,0.0
CLE,MIA,84,99,0.0
NYK,MIL,91,106,0.0
POR,MIN,109,103,1.0
DEN,PHI,108,105,1.0
BOS,SAS,105,108,0.0
GSW,TOR,112,109,1.0
GSW,BRK,114,98,1.0
LAL,DET,91,111,0.0
PHO,MEM,93,95,0.0
SAC,OKC,95,98,0.0
DAL,WAS,116,104,1.0
PHO,CHI,103,101,1.0
DET,CHO,84,104,0.0
WAS,MIA,114,103,1.0
POR,MIL,88,90,0.0
LAC,MIN,110,106,1.0
BOS,NOP,111,93,1.0
DAL,NYK,104,97,1.0
SAS,PHI,119,68,1.0
LAL,TOR,93,102,0.0
HOU,BRK,105,110,0.0
POR,CLE,100,105,0.0
ORL,DEN,85,74,1.0
GSW,IND,131,123,1.0
OKC,MEM,125,88,1.0
UTA,SAC,106,114,0.0
CHI,BOS,100,105,0.0
MIA,CHO,81,99,0.0
ATL,DAL,98,95,1.0
MEM,DET,93,92,1.0
LAC,MIL,109,95,1.0
ORL,PHO,104,107,0.0
SAS,TOR,94,97,0.0
NYK,UTA,85,106,0.0
