team,opponent,team_score,opponent_score,outcome
DEN,DAL,116,122,0.0
GSW,OKC,121,118,1.0
ATL,GSW,105,109,0.0
BRK,DEN,121,120,1.0
DAL,DEN,114,116,0.0
WAS,POR,109,116,0.0
NOP,MEM,114,121,0.0
MIA,TOR,104,112,0.0
TOR,IND,101,94,1.0
POR,DAL,120,132,0.0
MIA,LAL,100,102,0.0
GSW,UTA,103,96,1.0
CLE,ATL,110,108,1.0
MIN,GSW,124,117,1.0
LAC,UTA,102,99,1.0
MIL,PHI,109,108,1.0
OKC,SAS,98,102,0.0
DET,CLE,112,110,1.0
ATL,BOS,102,101,1.0
GSW,HOU,104,78,1.0
OKC,DAL,108,70,1.0
TOR,IND,90,100,0.0
CLE,DET,106,101,1.0
LAC,POR,115,95,1.0
MIA,CHO,123,91,1.0
SAS,MEM,106,74,1.0
GSW,HOU,115,106,1.0
OKC,DAL,84,85,0.0
TOR,IND,98,87,1.0
ATL,BOS,89,72,1.0
SAS,MEM,94,68,1.0
CLE,DET,107,90,1.0
LAC,POR,102,81,1.0
MIA,CHO,115,103,1.0
DAL,OKC,102,131,0.0
HOU,GSW,97,96,1.0
IND,TOR,85,101,0.0
BOS,ATL,111,103,1.0
DET,CLE,91,101,0.0
MEM,SAS,87,96,0.0
CHO,MIA,96,80,1.0
DAL,OKC,108,119,0.0
IND,TOR,100,83,1.0
POR,LAC,96,88,1.0
DET,CLE,98,100,0.0
HOU,GSW,94,121,0.0
MEM,SAS,95,116,0.0
CHO,MIA,89,85,1.0
OKC,DAL,118,104,1.0
POR,LAC,98,84,1.0
ATL,BOS,110,83,1.0
TOR,IND,102,99,1.0
GSW,HOU,114,81,1.0
LAC,POR,98,108,0.0
MIA,CHO,88,90,0.0
BOS,ATL,92,104,0.0
CHO,MIA,90,97,0.0
IND,TOR,101,83,1.0
POR,LAC,106,103,1.0
SAS,OKC,124,92,1.0
GSW,POR,118,106,1.0
MIA,CHO,106,73,1.0
TOR,IND,89,84,1.0
CLE,ATL,104,93,1.0
SAS,OKC,97,98,0.0
GSW,POR,110,99,1.0
CLE,ATL,123,98,1.0
ATL,CLE,108,121,0.0
OKC,SAS,96,100,0.0
MIA,TOR,91,95,0.0
POR,GSW,120,108,1.0
ATL,CLE,99,100,0.0
OKC,SAS,111,97,1.0
SAS,OKC,91,95,0.0
GSW,POR,125,121,1.0
TOR,MIA,99,91,1.0
OKC,SAS,113,99,1.0
MIA,TOR,103,91,1.0
TOR,MIA,116,89,1.0
GSW,OKC,102,108,0.0
CLE,TOR,115,84,1.0
GSW,OKC,118,91,1.0
CLE,TOR,108,89,1.0
TOR,CLE,99,84,1.0
OKC,GSW,133,105,1.0
TOR,CLE,105,99,1.0
OKC,GSW,118,94,1.0
CLE,TOR,116,78,1.0
GSW,OKC,120,111,1.0
TOR,CLE,87,113,0.0
OKC,GSW,101,108,0.0
GSW,OKC,96,88,1.0
BOS,ATL,101,102,0.0
HOU,GSW,78,104,0.0
DAL,OKC,70,108,0.0
IND,TOR,100,90,1.0
DET,CLE,101,106,0.0
POR,LAC,95,115,0.0
CHO,MIA,91,123,0.0
MEM,SAS,74,106,0.0
HOU,GSW,106,115,0.0
DAL,OKC,85,84,1.0
IND,TOR,87,98,0.0
BOS,ATL,72,89,0.0
MEM,SAS,68,94,0.0
DET,CLE,90,107,0.0
POR,LAC,81,102,0.0
CHO,MIA,103,115,0.0
OKC,DAL,131,102,1.0
GSW,HOU,96,97,0.0
TOR,IND,101,85,1.0
ATL,BOS,103,111,0.0
CLE,DET,101,91,1.0
SAS,MEM,96,87,1.0
MIA,CHO,80,96,0.0
OKC,DAL,119,108,1.0
TOR,IND,83,100,0.0
LAC,POR,88,96,0.0
CLE,DET,100,98,1.0
GSW,HOU,121,94,1.0
SAS,MEM,116,95,1.0
MIA,CHO,85,89,0.0
DAL,OKC,104,118,0.0
LAC,POR,84,98,0.0
BOS,ATL,83,110,0.0
IND,TOR,99,102,0.0
HOU,GSW,81,114,0.0
POR,LAC,108,98,1.0
CHO,MIA,90,88,1.0
ATL,BOS,104,92,1.0
MIA,CHO,97,90,1.0
TOR,IND,83,101,0.0
LAC,POR,103,106,0.0
OKC,SAS,92,124,0.0
POR,GSW,106,118,0.0
CHO,MIA,73,106,0.0
IND,TOR,84,89,0.0
ATL,CLE,93,104,0.0
OKC,SAS,98,97,1.0
POR,GSW,99,110,0.0
ATL,CLE,98,123,0.0
CLE,ATL,121,108,1.0
SAS,OKC,100,96,1.0
TOR,MIA,95,91,1.0
GSW,POR,108,120,0.0
CLE,ATL,100,99,1.0
SAS,OKC,97,111,0.0
OKC,SAS,95,91,1.0
POR,GSW,121,125,0.0
MIA,TOR,91,99,0.0
SAS,OKC,99,113,0.0
TOR,MIA,91,103,0.0
MIA,TOR,89,116,0.0
OKC,GSW,108,102,1.0
TOR,CLE,84,115,0.0
OKC,GSW,91,118,0.0
TOR,CLE,89,108,0.0
CLE,TOR,84,99,0.0
GSW,OKC,105,133,0.0
CLE,TOR,99,105,0.0
GSW,OKC,94,118,0.0
TOR,CLE,78,116,0.0
OKC,GSW,111,120,0.0
CLE,TOR,113,87,1.0
GSW,OKC,108,101,1.0
OKC,GSW,88,96,0.0
IND,MIA,90,87,1.0
IND,ORL,94,114,0.0
ATL,DET,94,106,0.0
CHI,CLE,97,95,1.0
GSW,NOP,111,95,1.0
BOS,PHI,112,95,1.0
BRK,CHI,100,115,0.0
DET,UTA,92,87,1.0
HOU,DEN,85,105,0.0
LAL,MIN,111,112,0.0
MEM,CLE,76,106,0.0
MIA,CHO,104,94,1.0
MIL,NYK,97,122,0.0
OKC,SAS,112,106,1.0
ORL,WAS,87,88,0.0
PHO,DAL,95,111,0.0
POR,NOP,112,94,1.0
SAC,LAC,104,111,0.0
TOR,IND,106,99,1.0
IND,MEM,103,112,0.0
LAC,DAL,104,88,1.0
NYK,ATL,101,112,0.0
ATL,CHO,97,94,1.0
BOS,TOR,103,113,0.0
CLE,MIA,102,92,1.0
DEN,MIN,78,95,0.0
HOU,GSW,92,112,0.0
MIL,WAS,113,118,0.0
PHI,UTA,71,99,0.0
PHO,POR,110,92,1.0
SAC,LAL,132,114,1.0
SAS,BRK,102,75,1.0
IND,UTA,76,97,0.0
LAC,SAC,114,109,1.0
MEM,BRK,101,91,1.0
NOP,GSW,120,134,0.0
POR,PHO,90,101,0.0
WAS,NYK,110,117,0.0
BOS,SAS,87,95,0.0
CHI,ORL,92,87,1.0
CHO,ATL,92,94,0.0
LAL,DAL,93,103,0.0
MIA,HOU,109,89,1.0
OKC,DEN,117,93,1.0
TOR,MIL,106,87,1.0
BRK,MIL,96,103,0.0
GSW,MEM,119,69,1.0
HOU,OKC,110,105,1.0
LAC,PHO,102,96,1.0
MIN,POR,101,106,0.0
NYK,SAS,84,94,0.0
PHI,CLE,100,107,0.0
CHO,CHI,130,105,1.0
DAL,TOR,91,102,0.0
DET,IND,82,94,0.0
LAL,DEN,109,120,0.0
MIA,ATL,92,98,0.0
NOP,ORL,94,103,0.0
SAC,MEM,89,103,0.0
ATL,BRK,101,87,1.0
CLE,NYK,96,86,1.0
GSW,LAC,112,108,1.0
IND,BOS,100,98,1.0
MIL,PHI,91,87,1.0
OKC,TOR,98,103,0.0
PHO,SAC,118,97,1.0
UTA,POR,92,108,0.0
WAS,SAS,102,99,1.0
CHI,OKC,104,98,1.0
DAL,CHO,94,108,0.0
DEN,UTA,84,96,0.0
MIN,MIA,84,96,0.0
POR,MEM,115,96,1.0
BOS,WAS,118,98,1.0
BRK,LAL,98,104,0.0
CLE,PHI,108,102,1.0
GSW,DEN,119,104,1.0
NOP,ATL,115,121,0.0
NYK,MIL,92,99,0.0
ORL,TOR,92,87,1.0
PHO,DET,92,100,0.0
SAC,HOU,110,116,0.0
ATL,WAS,114,99,1.0
DAL,NOP,107,98,1.0
LAC,HOU,105,109,0.0
MIL,BRK,94,86,1.0
PHI,ORL,97,105,0.0
SAC,GSW,94,103,0.0
SAS,CHO,114,94,1.0
UTA,MEM,89,79,1.0
CLE,IND,101,97,1.0
MIA,TOR,96,76,1.0
NYK,LAL,99,95,1.0
OKC,PHO,124,103,1.0
POR,DET,103,120,0.0
ATL,MIN,107,117,0.0
DEN,POR,108,104,1.0
GSW,DET,109,95,1.0
IND,ORL,97,84,1.0
LAC,MEM,94,92,1.0
PHI,CHI,88,111,0.0
SAC,SAS,88,106,0.0
CLE,UTA,118,114,1.0
MIA,LAL,101,88,1.0
MIL,BOS,83,99,0.0
MIN,CHO,95,104,0.0
NOP,DAL,120,105,1.0
TOR,NYK,109,111,0.0
WAS,OKC,101,125,0.0
ATL,NOP,106,98,1.0
BOS,IND,91,102,0.0
CHO,NYK,95,93,1.0
DAL,LAC,118,108,1.0
DEN,MIL,103,102,1.0
HOU,BRK,98,106,0.0
MEM,GSW,84,100,0.0
ORL,LAL,101,99,1.0
PHI,TOR,103,119,0.0
POR,SAS,101,113,0.0
SAC,DET,101,92,1.0
MIA,UTA,92,91,1.0
MIN,GSW,116,129,0.0
PHO,LAC,118,104,1.0
BOS,ATL,106,93,1.0
CHI,CHO,102,97,1.0
DAL,LAL,90,82,1.0
DEN,HOU,107,98,1.0
IND,MIN,107,103,1.0
MEM,POR,101,100,1.0
NYK,CLE,84,90,0.0
OKC,PHI,102,85,1.0
ORL,UTA,102,93,1.0
SAC,BRK,111,109,1.0
TOR,NOP,100,81,1.0
HOU,DAL,98,110,0.0
LAC,DET,101,96,1.0
PHO,DEN,105,81,1.0
SAS,PHI,92,83,1.0
WAS,ORL,108,99,1.0
ATL,UTA,96,97,0.0
CHO,POR,106,94,1.0
LAL,DET,97,85,1.0
MIN,MEM,106,114,0.0
NYK,NOP,95,87,1.0
OKC,BOS,85,100,0.0
SAC,TOR,107,101,1.0
CHI,IND,96,95,1.0
HOU,BOS,95,111,0.0
MEM,OKC,122,114,1.0
PHI,DAL,86,92,0.0
PHO,LAL,120,101,1.0
SAS,POR,93,80,1.0
BRK,ATL,90,88,1.0
DET,CLE,104,99,1.0
GSW,TOR,115,110,1.0
MIA,MIN,91,103,0.0
NOP,DEN,98,115,0.0
NYK,CHO,102,94,1.0
WAS,MIL,115,86,1.0
ATL,SAC,103,97,1.0
BOS,DAL,102,106,0.0
CHO,BRK,116,111,1.0
OKC,NOP,110,103,1.0
PHI,IND,85,112,0.0
PHO,CHI,97,103,0.0
SAS,DEN,109,98,1.0
UTA,TOR,93,89,1.0
CLE,MIL,115,100,1.0
LAC,GSW,117,124,0.0
MIA,SAC,116,109,1.0
BOS,BRK,120,95,1.0
CHO,PHI,113,88,1.0
DAL,UTA,102,93,1.0
DEN,PHO,107,114,0.0
GSW,CHI,106,94,1.0
LAL,TOR,91,102,0.0
MEM,HOU,96,84,1.0
MIN,DET,86,96,0.0
NOP,SAS,104,90,1.0
OKC,NYK,90,93,0.0
POR,LAC,102,91,1.0
CLE,ATL,109,97,1.0
DET,WAS,95,97,0.0
HOU,NYK,102,107,0.0
IND,MIL,123,86,1.0
MIA,PHI,96,91,1.0
ORL,SAC,91,97,0.0
SAS,MEM,92,82,1.0
BRK,BOS,111,101,1.0
DEN,GSW,105,118,0.0
LAC,TOR,80,91,0.0
LAL,POR,93,107,0.0
NOP,PHO,122,116,1.0
OKC,DAL,117,114,1.0
CLE,ORL,117,103,1.0
MIA,NYK,95,78,1.0
MIL,DET,109,88,1.0
MIN,PHI,100,95,1.0
SAS,PHO,98,84,1.0
UTA,OKC,89,111,0.0
ATL,BOS,121,97,1.0
DEN,LAC,94,111,0.0
GSW,LAL,111,77,1.0
MEM,DAL,110,96,1.0
POR,CHI,88,93,0.0
WAS,IND,106,123,0.0
BOS,PHI,84,80,1.0
CHO,WAS,101,87,1.0
DET,MIA,104,81,1.0
HOU,MEM,93,102,0.0
LAC,UTA,91,102,0.0
MIL,SAC,118,129,0.0
MIN,ATL,99,95,1.0
OKC,BRK,110,99,1.0
ORL,NYK,100,91,1.0
PHO,NOP,114,120,0.0
SAS,DAL,88,83,1.0
TOR,CLE,103,99,1.0
BOS,WAS,111,78,1.0
CHO,CLE,90,95,0.0
DEN,SAS,80,91,0.0
HOU,PHI,116,114,1.0
IND,CHI,104,92,1.0
LAC,NOP,111,90,1.0
MEM,ATL,101,116,0.0
NYK,MIA,78,97,0.0
OKC,DET,103,87,1.0
ORL,MIL,114,90,1.0
PHO,GSW,116,135,0.0
SAC,MIN,91,101,0.0
CLE,BRK,90,88,1.0
DAL,DEN,92,81,1.0
GSW,SAC,120,101,1.0
POR,LAL,108,96,1.0
SAS,ATL,108,88,1.0
UTA,NOP,101,87,1.0
WAS,TOR,82,84,0.0
BRK,DET,87,83,1.0
CHO,MIL,87,82,1.0
LAC,MIN,107,99,1.0
LAL,IND,103,107,0.0
MEM,PHI,92,84,1.0
ORL,BOS,110,91,1.0
TOR,PHO,102,107,0.0
ATL,OKC,106,100,1.0
CHI,SAS,92,89,1.0
DET,HOU,116,105,1.0
LAC,POR,102,87,1.0
MIA,BOS,95,105,0.0
MIL,DEN,92,74,1.0
SAC,DAL,112,98,1.0
UTA,GSW,103,106,0.0
BRK,PHO,94,91,1.0
CLE,WAS,85,97,0.0
MIN,ORL,93,96,0.0
NOP,MEM,104,113,0.0
PHI,LAL,103,91,1.0
ATL,TOR,86,96,0.0
CHI,DEN,99,90,1.0
CHO,GSW,99,116,0.0
HOU,NOP,108,101,1.0
LAC,IND,91,103,0.0
NYK,PHI,99,87,1.0
SAS,MIL,95,70,1.0
WAS,LAL,104,108,0.0
MEM,SAS,83,103,0.0
MIA,OKC,97,95,1.0
POR,IND,123,111,1.0
SAC,BOS,97,114,0.0
TOR,DEN,105,106,0.0
UTA,ORL,94,103,0.0
ATL,LAL,100,87,1.0
DAL,HOU,96,100,0.0
DET,MIL,102,95,1.0
NYK,BRK,108,91,1.0
WAS,PHO,109,106,1.0
CHI,CHO,96,102,0.0
HOU,SAC,120,113,1.0
LAC,ORL,103,101,1.0
MIA,CLE,99,84,1.0
MIL,NYK,106,91,1.0
MIN,POR,103,109,0.0
PHI,DEN,105,108,0.0
SAS,BOS,108,105,1.0
TOR,GSW,109,112,0.0
BRK,GSW,98,114,0.0
DET,LAL,111,91,1.0
MEM,PHO,95,93,1.0
OKC,SAC,98,95,1.0
WAS,DAL,104,116,0.0
CHI,PHO,101,103,0.0
CHO,DET,104,84,1.0
MIA,WAS,103,114,0.0
MIL,POR,90,88,1.0
MIN,LAC,106,110,0.0
NOP,BOS,93,111,0.0
NYK,DAL,97,104,0.0
PHI,SAS,68,119,0.0
TOR,LAL,102,93,1.0
BRK,HOU,110,105,1.0
CLE,POR,105,100,1.0
DEN,ORL,74,85,0.0
IND,GSW,123,131,0.0
MEM,OKC,88,125,0.0
SAC,UTA,114,106,1.0
BOS,CHI,105,100,1.0
CHO,MIA,99,81,1.0
DAL,ATL,95,98,0.0
DET,MEM,92,93,0.0
MIL,LAC,95,109,0.0
PHO,ORL,107,104,1.0
TOR,SAS,97,94,1.0
UTA,NYK,106,85,1.0
WAS,HOU,103,109,0.0
BRK,PHI,100,91,1.0
CHI,LAC,83,80,1.0
OKC,ATL,107,94,1.0
SAC,NYK,99,97,1.0
IND,MIA,96,83,1.0
MEM,CHO,99,123,0.0
NOP,WAS,107,105,1.0
ORL,CLE,76,111,0.0
PHI,DET,95,107,0.0
PHO,POR,96,106,0.0
SAS,LAL,109,87,1.0
TOR,MIL,90,83,1.0
UTA,OKC,90,94,0.0
ATL,SAS,78,103,0.0
BRK,LAC,100,105,0.0
CHI,NOP,98,94,1.0
CHO,BOS,93,98,0.0
DAL,WAS,111,114,0.0
DET,IND,118,96,1.0
HOU,LAL,126,97,1.0
MIL,GSW,108,95,1.0
POR,NYK,110,112,0.0
MIA,MEM,100,97,1.0
PHO,MIN,108,101,1.0
TOR,PHI,96,76,1.0
ATL,MIA,88,100,0.0
BRK,ORL,82,105,0.0
CHI,PHI,115,96,1.0
DAL,PHO,104,94,1.0
DEN,HOU,114,108,1.0
IND,TOR,106,90,1.0
MEM,WAS,112,95,1.0
POR,NOP,105,101,1.0
SAS,UTA,118,81,1.0
BOS,CLE,77,89,0.0
LAL,MIL,113,95,1.0
MIN,DEN,100,112,0.0
SAC,HOU,107,97,1.0
ATL,PHI,127,106,1.0
BRK,MIA,98,104,0.0
CHI,MEM,98,85,1.0
DET,BOS,119,116,1.0
GSW,PHO,128,103,1.0
IND,DAL,107,81,1.0
LAC,MIL,103,90,1.0
NYK,MIN,107,102,1.0
OKC,POR,106,90,1.0
ORL,CHO,113,98,1.0
SAS,WAS,114,95,1.0
UTA,NOP,94,104,0.0
CLE,OKC,104,100,1.0
LAL,HOU,87,107,0.0
BOS,ATL,101,109,0.0
DAL,MEM,97,88,1.0
GSW,MIL,121,112,1.0
IND,BRK,104,97,1.0
MIA,TOR,94,108,0.0
MIN,SAC,99,95,1.0
ORL,POR,102,94,1.0
PHI,NYK,97,107,0.0
PHO,NOP,104,88,1.0
SAS,LAC,115,107,1.0
UTA,DEN,97,88,1.0
HOU,LAC,107,97,1.0
MEM,IND,96,84,1.0
NYK,CHI,107,91,1.0
OKC,LAL,118,78,1.0
WAS,CHO,109,101,1.0
BRK,MIN,85,100,0.0
CLE,PHI,108,86,1.0
DEN,NOP,125,130,0.0
MIA,POR,116,109,1.0
ORL,ATL,100,103,0.0
PHO,MIL,95,101,0.0
TOR,SAC,94,104,0.0
ATL,POR,106,97,1.0
BOS,MIN,113,99,1.0
CHI,BRK,102,105,0.0
HOU,CHO,102,95,1.0
LAC,OKC,99,100,0.0
NYK,ORL,99,107,0.0
SAS,IND,106,92,1.0
UTA,PHO,110,89,1.0
WAS,SAC,113,99,1.0
DEN,LAL,107,111,0.0
MIA,DET,92,93,0.0
PHI,MEM,90,104,0.0
TOR,DAL,103,99,1.0
ATL,DET,107,100,1.0
CHO,BOS,89,102,0.0
CLE,NYK,91,84,1.0
GSW,UTA,103,85,1.0
IND,SAC,106,108,0.0
LAL,OKC,85,120,0.0
MIL,PHI,113,100,1.0
MIN,SAS,83,108,0.0
NOP,POR,115,89,1.0
ORL,HOU,104,101,1.0
PHO,DEN,96,104,0.0
WAS,MEM,100,91,1.0
GSW,CLE,89,83,1.0
HOU,SAS,88,84,1.0
LAL,LAC,84,94,0.0
OKC,CHI,96,105,0.0
ATL,NYK,117,98,1.0
BRK,WAS,96,111,0.0
CHO,MEM,98,92,1.0
DAL,CHI,118,111,1.0
DET,BOS,93,99,0.0
MIL,TOR,90,111,0.0
MIN,IND,88,102,0.0
NOP,HOU,110,108,1.0
ORL,MIA,101,108,0.0
PHO,PHI,104,111,0.0
POR,CLE,105,76,1.0
SAS,DEN,101,86,1.0
UTA,LAC,104,109,0.0
BOS,NYK,100,91,1.0
MEM,LAL,112,96,1.0
OKC,DEN,122,112,1.0
SAC,POR,94,98,0.0
CHI,TOR,104,97,1.0
CHO,LAL,108,98,1.0
DAL,MIL,103,93,1.0
GSW,SAC,122,103,1.0
IND,ATL,93,87,1.0
MIA,BRK,105,111,0.0
ORL,NOP,104,89,1.0
PHO,CLE,97,101,0.0
SAS,MIN,101,95,1.0
UTA,PHI,95,91,1.0
WAS,LAC,91,108,0.0
DEN,CLE,87,93,0.0
HOU,ATL,115,121,0.0
NYK,DET,108,96,1.0
OKC,MIL,131,123,1.0
BOS,LAL,104,112,0.0
CHO,LAC,117,122,0.0
DAL,GSW,114,91,1.0
MIN,UTA,94,80,1.0
ORL,BRK,100,93,1.0
POR,DEN,110,103,1.0
SAC,PHI,105,110,0.0
SAS,PHO,112,79,1.0
TOR,WAS,94,91,1.0
DET,MIN,115,90,1.0
HOU,GSW,110,114,0.0
IND,MIL,116,120,0.0
NOP,LAC,89,95,0.0
OKC,PHO,110,106,1.0
UTA,POR,109,96,1.0
CHI,NYK,108,81,1.0
LAL,PHI,93,84,1.0
MIA,DAL,106,82,1.0
TOR,CHO,104,94,1.0
WAS,ORL,103,91,1.0
BOS,BRK,97,100,0.0
CHO,OKC,90,109,0.0
CLE,ORL,104,79,1.0
DAL,NOP,98,105,0.0
IND,DET,94,82,1.0
LAC,PHI,130,99,1.0
MIN,MIL,85,95,0.0
SAC,PHO,142,119,1.0
SAS,HOU,121,103,1.0
DEN,POR,106,112,0.0
LAL,PHO,97,77,1.0
NYK,ATL,111,97,1.0
TOR,CHI,113,115,0.0
WAS,MIA,75,97,0.0
BRK,BOS,94,103,0.0
CLE,TOR,122,100,1.0
DET,ORL,115,89,1.0
GSW,CHO,111,101,1.0
MIL,SAS,98,123,0.0
OKC,SAC,104,116,0.0
PHI,MIN,109,99,1.0
POR,MEM,78,91,0.0
UTA,HOU,91,93,0.0
ATL,NYK,101,107,0.0
CHI,MIL,117,106,1.0
LAL,GSW,88,109,0.0
BOS,DET,94,99,0.0
BRK,TOR,74,91,0.0
MIA,NYK,90,98,0.0
MIN,DEN,74,78,0.0
NOP,DAL,91,100,0.0
OKC,MEM,112,94,1.0
ORL,IND,86,95,0.0
PHO,CHO,111,102,1.0
POR,LAC,98,109,0.0
SAS,UTA,123,98,1.0
WAS,CLE,115,121,0.0
CHI,BOS,101,92,1.0
HOU,UTA,103,94,1.0
PHI,ATL,98,126,0.0
SAC,LAL,118,115,1.0
BRK,ORL,77,83,0.0
LAL,OKC,113,117,0.0
MEM,DEN,91,84,1.0
MIL,DAL,96,95,1.0
MIN,CLE,99,125,0.0
NOP,IND,86,91,0.0
PHO,MIA,95,103,0.0
POR,GSW,108,128,0.0
SAS,NYK,100,99,1.0
WAS,TOR,88,97,0.0
ATL,CHI,120,105,1.0
DET,BRK,103,89,1.0
LAC,CHO,97,83,1.0
ORL,WAS,99,105,0.0
PHI,TOR,95,108,0.0
SAC,GSW,116,128,0.0
UTA,MIA,98,83,1.0
DEN,CHO,95,92,1.0
LAL,UTA,74,86,0.0
MEM,BOS,101,98,1.0
MIN,DAL,87,93,0.0
NYK,MIL,100,88,1.0
PHI,CLE,85,95,0.0
POR,OKC,115,110,1.0
BRK,SAS,79,106,0.0
CHI,WAS,100,114,0.0
GSW,MIA,111,103,1.0
DET,SAS,99,109,0.0
IND,PHO,116,97,1.0
LAL,NOP,95,91,1.0
MEM,HOU,91,107,0.0
MIL,CHI,106,101,1.0
MIN,OKC,96,101,0.0
NYK,BOS,120,114,1.0
BOS,IND,103,94,1.0
BRK,NYK,110,104,1.0
CHO,ATL,107,84,1.0
DEN,GSW,112,110,1.0
HOU,MIN,107,104,1.0
LAC,MIA,104,90,1.0
OKC,DAL,108,89,1.0
POR,UTA,99,85,1.0
SAC,NOP,97,109,0.0
WAS,MIL,106,101,1.0
GSW,LAL,116,98,1.0
MEM,DET,103,101,1.0
SAS,CLE,99,95,1.0
UTA,SAC,101,103,0.0
BOS,PHO,117,103,1.0
BRK,POR,104,116,0.0
CHI,DAL,77,83,0.0
DEN,MIA,95,98,0.0
HOU,CLE,77,91,0.0
IND,WAS,104,118,0.0
NOP,CHO,109,107,1.0
OKC,MIN,113,93,1.0
ATL,BRK,114,86,1.0
CHO,MIL,92,105,0.0
DET,GSW,113,95,1.0
LAC,SAC,103,110,0.0
MEM,NYK,103,95,1.0
PHI,POR,114,89,1.0
UTA,LAL,109,82,1.0
WAS,BOS,117,119,0.0
DEN,IND,129,126,1.0
LAL,HOU,95,112,0.0
MIN,PHO,117,87,1.0
OKC,MIA,99,74,1.0
SAS,DAL,112,83,1.0
ATL,ORL,98,81,1.0
