team,opponent,team_score,opponent_score,outcome
Giants,Padres,9,8,1.0
Mariners,Blue Jays,7,5,1.0
Red Sox,Rays,11,1,1.0
Mariners,Angels,4,3,1.0
Phillies,Braves,5,4,1.0
Blue Jays,Orioles,4,2,1.0
Cubs,Brewers,6,4,1.0
Dodgers,Rockies,7,4,1.0
Astros,Mets,3,1,1.0
Royals,White Sox,3,1,1.0
Nationals,Marlins,4,0,1.0
Marlins,Nationals,15,7,1.0
Twins,Tigers,11,4,1.0
Yankees,Red Sox,3,2,1.0
Athletics,Rangers,6,2,1.0
Pirates,Reds,3,1,1.0
Padres,Giants,4,1,1.0
Cardinals,D-backs,7,6,1.0
Indians,Rays,1,0,1.0
Mariners,Angels,2,1,1.0
Braves,Phillies,4,2,1.0
Blue Jays,Orioles,4,2,1.0
Brewers,Cubs,2,1,1.0
Dodgers,Rockies,6,5,1.0
Mets,Astros,2,1,1.0
White Sox,Royals,5,4,1.0
Nationals,Marlins,5,1,1.0
Twins,Tigers,12,3,1.0
Red Sox,Yankees,10,4,1.0
Rangers,Athletics,5,4,1.0
Reds,Pirates,10,6,1.0
Giants,Padres,3,1,1.0
D-backs,Cardinals,5,2,1.0
Rays,Indians,2,0,1.0
Mariners,Angels,4,1,1.0
Braves,Phillies,2,1,1.0
Orioles,Blue Jays,1,0,1.0
Cubs,Brewers,5,2,1.0
Dodgers,Rockies,10,5,1.0
Mets,Astros,8,3,1.0
Royals,White Sox,6,4,1.0
Nationals,Marlins,1,0,1.0
Tigers,Twins,3,0,1.0
Yankees,Red Sox,9,5,1.0
Athletics,Rangers,4,0,1.0
Reds,Pirates,4,1,1.0
Giants,Padres,9,3,1.0
Cardinals,D-backs,1,0,1.0
Indians,Rays,7,2,1.0
D-backs,Dodgers,1,3,0.0
D-backs,Dodgers,5,7,0.0
Dodgers,Padres,1,3,0.0
Braves,Brewers,0,2,0.0
Red Sox,Orioles,1,2,0.0
Cubs,Pirates,0,1,0.0
Athletics,Indians,0,2,0.0
Rockies,Marlins,1,10,0.0
Royals,Tigers,3,4,0.0
Twins,White Sox,3,5,0.0
Rangers,Phillies,10,14,0.0
Angels,Mariners,3,10,0.0
D-backs,Giants,8,9,0.0
Reds,Cardinals,0,1,0.0
Blue Jays,Rays,2,9,0.0
Mets,Nationals,7,9,0.0
Brewers,Braves,2,5,0.0
Rockies,Marlins,3,4,0.0
Padres,Dodgers,2,3,0.0
Yankees,Astros,2,6,0.0
Phillies,Rangers,2,3,0.0
Angels,Mariners,3,8,0.0
Giants,D-backs,4,5,0.0
Rays,Blue Jays,2,4,0.0
Brewers,Braves,0,1,0.0
Orioles,Red Sox,2,6,0.0
Cubs,Pirates,3,4,0.0
Indians,Athletics,1,6,0.0
Athletics,Indians,4,6,0.0
Marlins,Rockies,5,6,0.0
Royals,Tigers,1,2,0.0
Padres,Dodgers,1,5,0.0
Twins,White Sox,6,7,0.0
Yankees,Astros,1,3,0.0
Phillies,Rangers,3,4,0.0
Angels,Mariners,2,8,0.0
D-backs,Giants,0,2,0.0
Cardinals,Reds,0,1,0.0
Rays,Blue Jays,0,3,0.0
Mets,Nationals,1,5,0.0
Orioles,Red Sox,3,4,0.0
Pirates,Cubs,2,3,0.0
Rockies,Marlins,5,8,0.0
White Sox,Twins,9,10,0.0
Astros,Yankees,2,4,0.0
Mariners,Athletics,2,3,0.0
D-backs,Giants,5,8,0.0
Reds,Cardinals,6,7,0.0
Blue Jays,Rays,2,7,0.0
Mets,Nationals,2,8,0.0
Astros,Angels,1,11,0.0
D-backs,Rockies,2,12,0.0
Nationals,Braves,1,2,0.0
Orioles,Tigers,4,10,0.0
White Sox,Royals,5,7,0.0
Reds,Mets,3,4,0.0
Red Sox,Brewers,2,6,0.0
Twins,Indians,2,7,0.0
Blue Jays,Yankees,3,7,0.0
Cubs,Phillies,2,7,0.0
Padres,Marlins,2,8,0.0
Dodgers,Giants,4,8,0.0
Cardinals,Pirates,2,12,0.0
Rangers,Rays,1,8,0.0
Astros,Angels,1,5,0.0
D-backs,Rockies,4,9,0.0
Nationals,Braves,2,6,0.0
Orioles,Tigers,6,7,0.0
White Sox,Royals,3,4,0.0
Reds,Mets,3,6,0.0
Red Sox,Brewers,6,7,0.0
Indians,Twins,3,7,0.0
Yankees,Blue Jays,0,4,0.0
Cubs,Phillies,0,2,0.0
Padres,Marlins,0,5,0.0
Athletics,Mariners,1,3,0.0
Dodgers,Giants,2,7,0.0
Pirates,Cardinals,1,6,0.0
Rangers,Rays,4,5,0.0
Angels,Astros,4,7,0.0
Rockies,D-backs,3,5,0.0
Braves,Nationals,1,2,0.0
Tigers,Orioles,1,3,0.0
Royals,White Sox,1,5,0.0
Mets,Reds,1,2,0.0
Red Sox,Brewers,0,4,0.0
Indians,Twins,7,10,0.0
Blue Jays,Yankees,4,6,0.0
Phillies,Cubs,3,8,0.0
Marlins,Padres,2,4,0.0
Mariners,Athletics,3,6,0.0
Giants,Dodgers,2,6,0.0
Cardinals,Pirates,1,2,0.0
Rays,Rangers,0,3,0.0
Astros,Angels,1,9,0.0
Orioles,Yankees,2,4,0.0
White Sox,Rockies,1,8,0.0
Reds,Cardinals,3,5,0.0
Twins,Athletics,3,8,0.0
Rays,Royals,2,4,0.0
Rangers,Red Sox,1,5,0.0
Angels,Mariners,3,5,0.0
D-backs,Giants,3,7,0.0
Yankees,Orioles,5,14,0.0
Rockies,White Sox,3,15,0.0
Reds,Cardinals,5,7,0.0
Tigers,Dodgers,2,3,0.0
Astros,Blue Jays,2,5,0.0
Marlins,Nationals,0,5,0.0
Phillies,Brewers,4,10,0.0
Braves,Mets,0,4,0.0
Cubs,Pirates,6,7,0.0
Padres,Indians,6,8,0.0
Royals,Rays,0,1,0.0
Red Sox,Rangers,7,10,0.0
Mariners,Angels,0,2,0.0
Giants,D-backs,3,7,0.0
Yankees,Orioles,4,5,0.0
White Sox,Rockies,4,10,0.0
Cardinals,Reds,0,4,0.0
Dodgers,Tigers,6,7,0.0
Astros,Blue Jays,3,7,0.0
Marlins,Nationals,7,10,0.0
Phillies,Brewers,4,9,0.0
Mets,Braves,3,4,0.0
Twins,Athletics,4,7,0.0
Pirates,Cubs,5,7,0.0
Padres,Indians,0,2,0.0
Indians,Padres,1,2,0.0
Rays,Royals,3,7,0.0
Rangers,Red Sox,2,4,0.0
Giants,D-backs,5,6,0.0
Red Sox,Yankees,1,4,0.0
Indians,White Sox,3,7,0.0
Blue Jays,Astros,4,6,0.0
Marlins,Nationals,1,7,0.0
Phillies,Brewers,2,6,0.0
Braves,Mets,4,6,0.0
Twins,Athletics,1,6,0.0
Cubs,Pirates,4,5,0.0
Yankees,Red Sox,2,4,0.0
Cardinals,Cubs,3,6,0.0
Indians,White Sox,6,9,0.0
Rockies,Giants,5,6,0.0
Tigers,Padres,0,6,0.0
Astros,Rangers,0,1,0.0
Royals,Twins,1,10,0.0
D-backs,Dodgers,0,6,0.0
Marlins,Phillies,3,6,0.0
Mets,Angels,4,5,0.0
Athletics,Mariners,4,6,0.0
Pirates,Brewers,2,4,0.0
Reds,Rays,1,2,0.0
Orioles,Blue Jays,0,2,0.0
Nationals,Braves,6,7,0.0
Red Sox,Yankees,4,7,0.0
Cubs,Cardinals,4,10,0.0
White Sox,Indians,6,12,0.0
Giants,Rockies,0,1,0.0
Padres,Tigers,2,6,0.0
Rangers,Astros,5,6,0.0
Royals,Twins,1,7,0.0
D-backs,Dodgers,5,8,0.0
Marlins,Phillies,4,5,0.0
Angels,Mets,6,7,0.0
Mariners,Athletics,1,3,0.0
Pirates,Brewers,2,3,0.0
Reds,Rays,0,1,0.0
Blue Jays,Orioles,1,2,0.0
Nationals,Braves,3,6,0.0
Red Sox,Yankees,2,3,0.0
Cubs,Cardinals,4,6,0.0
Indians,White Sox,3,4,0.0
Rockies,Giants,4,5,0.0
Tigers,Padres,1,5,0.0
Astros,Rangers,0,1,0.0
Royals,Twins,3,4,0.0
D-backs,Dodgers,6,8,0.0
Marlins,Phillies,3,4,0.0
Mets,Angels,2,14,0.0
Mariners,Athletics,0,3,0.0
Pirates,Brewers,1,4,0.0
Rays,Reds,4,12,0.0
Orioles,Blue Jays,3,11,0.0
Nationals,Braves,2,10,0.0
Phillies,Braves,6,9,0.0
Rockies,Padres,4,5,0.0
D-backs,Mets,3,7,0.0
Angels,Athletics,2,3,0.0
Reds,Pirates,7,8,0.0
Rangers,Mariners,1,7,0.0
Brewers,Cardinals,0,4,0.0
Rays,Orioles,1,7,0.0
Marlins,Nationals,2,9,0.0
Red Sox,White Sox,1,2,0.0
Padres,Rockies,2,3,0.0
Astros,Royals,2,4,0.0
Dodgers,Giants,2,3,0.0
D-backs,Mets,0,9,0.0
Angels,Athletics,9,10,0.0
Pirates,Reds,5,7,0.0
Mariners,Rangers,0,5,0.0
Brewers,Cardinals,1,6,0.0
Twins,Blue Jays,3,9,0.0
Nationals,Marlins,2,11,0.0
Phillies,Braves,0,1,0.0
White Sox,Red Sox,4,6,0.0
Cubs,Yankees,0,3,0.0
Cubs,Yankees,0,2,0.0
Tigers,Indians,2,3,0.0
Rockies,Padres,2,4,0.0
Astros,Royals,4,6,0.0
Dodgers,Giants,1,2,0.0
D-backs,Mets,2,5,0.0
Athletics,Angels,4,5,0.0
Pirates,Reds,0,4,0.0
Mariners,Rangers,2,3,0.0
Cardinals,Brewers,1,5,0.0
Rays,Orioles,0,3,0.0
Marlins,Nationals,3,6,0.0
Braves,Phillies,0,1,0.0
White Sox,Red Sox,1,3,0.0
Indians,Tigers,5,7,0.0
Padres,Rockies,1,3,0.0
Astros,Royals,1,5,0.0
Giants,Dodgers,1,2,0.0
Brewers,Pirates,2,11,0.0
Rays,Yankees,2,10,0.0
Mariners,Rangers,6,8,0.0
Nationals,Cardinals,0,8,0.0
Blue Jays,Twins,0,7,0.0
Blue Jays,Twins,5,9,0.0
Tigers,Angels,6,11,0.0
Dodgers,D-backs,2,4,0.0
Mets,Braves,0,6,0.0
Red Sox,Orioles,4,8,0.0
White Sox,Rangers,0,12,0.0
Cubs,Reds,1,4,0.0
Astros,Athletics,3,11,0.0
Pirates,Brewers,3,5,0.0
Twins,Royals,0,5,0.0
Yankees,Rays,5,11,0.0
Phillies,Rockies,1,12,0.0
Mariners,Marlins,4,8,0.0
Giants,Padres,1,2,0.0
Cardinals,Nationals,1,3,0.0
Indians,Blue Jays,2,3,0.0
Angels,Tigers,2,5,0.0
D-backs,Dodgers,6,8,0.0
Mets,Braves,5,7,0.0
Orioles,Red Sox,2,4,0.0
White Sox,Rangers,3,6,0.0
Reds,Cubs,4,8,0.0
Astros,Athletics,3,4,0.0
Pirates,Brewers,7,8,0.0
Twins,Royals,4,5,0.0
Yankees,Rays,1,16,0.0
Phillies,Rockies,1,3,0.0
Mariners,Marlins,0,7,0.0
Giants,Padres,1,3,0.0
Nationals,Cardinals,3,4,0.0
Indians,Blue Jays,0,5,0.0
Angels,Tigers,1,2,0.0
D-backs,Dodgers,1,4,0.0
Braves,Mets,3,4,0.0
Orioles,Red Sox,5,6,0.0
Rangers,White Sox,2,16,0.0
Cubs,Reds,2,8,0.0
Astros,Athletics,1,4,0.0
Pirates,Brewers,2,3,0.0
Royals,Twins,3,8,0.0
Rays,Yankees,1,5,0.0
Rockies,Phillies,9,10,0.0
Mariners,Marlins,2,3,0.0
Padres,Giants,3,4,0.0
Cardinals,Nationals,2,3,0.0
Blue Jays,Indians,4,6,0.0
Nationals,Angels,2,4,0.0
D-backs,Cubs,1,5,0.0
Red Sox,Orioles,6,7,0.0
Tigers,White Sox,1,3,0.0
Reds,Pirates,5,6,0.0
Mariners,Astros,2,7,0.0
Royals,Indians,3,4,0.0
Marlins,Braves,2,4,0.0
Dodgers,Phillies,0,7,0.0
Padres,Brewers,3,4,0.0
Giants,Rockies,2,8,0.0
Cardinals,Mets,0,2,0.0
Athletics,Rangers,3,4,0.0
Nationals,Angels,2,7,0.0
D-backs,Cubs,2,9,0.0
Orioles,Blue Jays,3,9,0.0
White Sox,Tigers,6,8,0.0
Pirates,Reds,1,4,0.0
Mariners,Astros,2,5,0.0
Indians,Royals,2,8,0.0
Braves,Marlins,0,1,0.0
Twins,Rays,3,7,0.0
Red Sox,Yankees,3,9,0.0
Dodgers,Phillies,2,3,0.0
Brewers,Padres,1,2,0.0
Giants,Rockies,1,2,0.0
Mets,Cardinals,0,3,0.0
Athletics,Rangers,4,5,0.0
Angels,Nationals,4,5,0.0
Cubs,D-backs,5,7,0.0
Blue Jays,Orioles,8,10,0.0
Tigers,White Sox,4,6,0.0
Pirates,Reds,2,5,0.0
Astros,Mariners,3,5,0.0
Royals,Indians,3,5,0.0
Marlins,Braves,1,3,0.0
Rays,Twins,4,6,0.0
Yankees,Red Sox,1,5,0.0
Phillies,Dodgers,2,5,0.0
Padres,Brewers,2,5,0.0
Rockies,Giants,10,12,0.0
Cardinals,Mets,2,3,0.0
Athletics,Rangers,0,3,0.0
Cubs,D-backs,2,5,0.0
Blue Jays,Orioles,4,11,0.0
White Sox,Tigers,4,7,0.0
Pirates,Reds,1,2,0.0
Royals,Indians,1,5,0.0
Rays,Twins,7,9,0.0
Red Sox,Yankees,5,14,0.0
Astros,Athletics,1,10,0.0
Dodgers,Phillies,3,7,0.0
Nationals,Padres,3,4,0.0
Cardinals,Mets,1,4,0.0
Yankees,Angels,1,13,0.0
Blue Jays,Red Sox,1,8,0.0
Cubs,Brewers,2,5,0.0
Reds,Braves,4,5,0.0
Indians,Giants,1,5,0.0
Dodgers,Rockies,4,5,0.0
Twins,Tigers,6,10,0.0
Orioles,Royals,0,5,0.0
Marlins,Mets,3,4,0.0
Astros,Athletics,5,12,0.0
Phillies,D-backs,4,5,0.0
Pirates,Cardinals,0,1,0.0
Padres,Nationals,1,11,0.0
Rays,White Sox,6,9,0.0
Rangers,Mariners,5,6,0.0
Angels,Yankees,3,4,0.0
Blue Jays,Red Sox,6,7,0.0
Cubs,Brewers,3,5,0.0
Reds,Braves,1,4,0.0
Indians,Giants,3,5,0.0
Rockies,Dodgers,3,6,0.0
Tigers,Twins,3,5,0.0
Royals,Orioles,2,3,0.0
Mets,Marlins,6,7,0.0
Athletics,Astros,6,7,0.0
D-backs,Phillies,5,6,0.0
Cardinals,Pirates,1,6,0.0
Padres,Nationals,0,4,0.0
White Sox,Rays,0,4,0.0
Mariners,Rangers,3,6,0.0
Angels,Yankees,2,3,0.0
Red Sox,Blue Jays,1,7,0.0
Brewers,Cubs,0,4,0.0
Reds,Braves,0,1,0.0
Indians,Giants,1,4,0.0
Dodgers,Rockies,1,6,0.0
Orioles,Royals,3,9,0.0
Marlins,Mets,0,4,0.0
Athletics,Astros,1,5,0.0
D-backs,Phillies,0,2,0.0
Pirates,Cardinals,0,7,0.0
Nationals,Padres,2,4,0.0
Rays,White Sox,2,9,0.0
Rangers,Mariners,5,6,0.0
Indians,Angels,3,6,0.0
D-backs,Rockies,5,8,0.0
Cardinals,Brewers,3,5,0.0
Rangers,Athletics,0,4,0.0
Giants,Padres,4,6,0.0
Rays,White Sox,3,7,0.0
Braves,Marlins,0,9,0.0
Cubs,Reds,2,3,0.0
Indians,Angels,4,6,0.0
D-backs,Rockies,4,5,0.0
White Sox,Tigers,3,4,0.0
Cardinals,Brewers,4,5,0.0
Phillies,Mets,1,6,0.0
Rangers,Athletics,3,9,0.0
Padres,Giants,0,6,0.0
Yankees,Mariners,3,6,0.0
Rays,Red Sox,4,7,0.0
Blue Jays,Royals,7,10,0.0
Astros,Nationals,3,4,0.0
Braves,Marlins,3,9,0.0
Reds,Cubs,4,9,0.0
Indians,Angels,1,7,0.0
Rockies,D-backs,4,5,0.0
White Sox,Tigers,1,5,0.0
Twins,Dodgers,4,6,0.0
Brewers,Cardinals,3,9,0.0
Rangers,Athletics,1,12,0.0
Padres,Giants,2,3,0.0
Blue Jays,Royals,2,4,0.0
Astros,Nationals,0,7,0.0
Braves,Marlins,4,5,0.0
Twins,Dodgers,4,9,0.0
Twins,Dodgers,3,4,0.0
Brewers,Reds,3,8,0.0
Mets,Rockies,4,7,0.0
Pirates,Orioles,1,5,0.0
Pirates,Orioles,5,6,0.0
Yankees,Mariners,2,4,0.0
Red Sox,Rays,1,2,0.0
Red Sox,Rays,5,6,0.0
Royals,Blue Jays,3,7,0.0
Padres,D-backs,0,2,0.0
Twins,Orioles,0,3,0.0
White Sox,Indians,5,12,0.0
Royals,Tigers,2,8,0.0
Dodgers,Marlins,3,6,0.0
Reds,Brewers,0,2,0.0
Mets,Rockies,3,10,0.0
Athletics,Red Sox,1,7,0.0
Mariners,Astros,4,5,0.0
Braves,Giants,1,2,0.0
Cardinals,Cubs,5,6,0.0
Yankees,Rays,5,10,0.0
Angels,Rangers,2,5,0.0
Blue Jays,Pirates,5,6,0.0
Phillies,Nationals,3,5,0.0
Padres,D-backs,3,4,0.0
Orioles,Twins,1,6,0.0
White Sox,Indians,0,2,0.0
Royals,Tigers,2,9,0.0
Marlins,Dodgers,7,9,0.0
Brewers,Reds,2,6,0.0
Mets,Rockies,10,11,0.0
Athletics,Red Sox,3,6,0.0
Astros,Mariners,8,9,0.0
Braves,Giants,1,3,0.0
Cardinals,Cubs,0,3,0.0
Rays,Yankees,3,9,0.0
Rangers,Angels,3,5,0.0
Blue Jays,Pirates,6,8,0.0
Nationals,Phillies,2,7,0.0
D-backs,Padres,3,4,0.0
Orioles,Twins,2,5,0.0
Indians,White Sox,3,4,0.0
Royals,Tigers,4,9,0.0
Dodgers,Marlins,4,5,0.0
Brewers,Reds,3,4,0.0
Rockies,Mets,1,5,0.0
Red Sox,Athletics,2,3,0.0
Astros,Mariners,7,8,0.0
Braves,Giants,1,4,0.0
Cubs,Cardinals,4,5,0.0
Yankees,Rays,1,5,0.0
Angels,Rangers,3,14,0.0
Pirates,Blue Jays,2,7,0.0
Nationals,Phillies,0,1,0.0
D-backs,Brewers,3,8,0.0
Cubs,White Sox,1,3,0.0
Astros,Tigers,0,2,0.0
Royals,Padres,5,6,0.0
Dodgers,Nationals,0,4,0.0
Indians,Twins,0,1,0.0
Yankees,Angels,1,4,0.0
Mets,Marlins,3,4,0.0
Athletics,Mariners,2,4,0.0
Pirates,Giants,10,11,0.0
Braves,Cardinals,3,4,0.0
Rangers,Rockies,2,8,0.0
Phillies,Blue Jays,0,3,0.0
Brewers,D-backs,5,7,0.0
Rays,Orioles,3,5,0.0
Cubs,White Sox,1,5,0.0
Reds,Red Sox,3,4,0.0
Astros,Tigers,4,11,0.0
Padres,Royals,1,3,0.0
Nationals,Dodgers,3,8,0.0
Twins,Indians,2,4,0.0
Angels,Yankees,3,4,0.0
Mets,Marlins,0,3,0.0
Athletics,Mariners,3,8,0.0
Giants,Pirates,1,2,0.0
Cardinals,Braves,1,2,0.0
Rangers,Rockies,1,12,0.0
Phillies,Blue Jays,5,6,0.0
Brewers,D-backs,2,3,0.0
Rays,Orioles,3,4,0.0
Cubs,White Sox,3,8,0.0
Reds,Red Sox,3,4,0.0
Rangers,Rockies,2,9,0.0
Astros,Tigers,2,3,0.0
Padres,Royals,0,8,0.0
Dodgers,Nationals,2,3,0.0
Twins,Indians,3,4,0.0
Angels,Yankees,2,9,0.0
Mets,Marlins,0,1,0.0
Phillies,Blue Jays,0,10,0.0
Athletics,Mariners,4,6,0.0
Mariners,Athletics,0,2,0.0
Giants,Pirates,3,4,0.0
Braves,Cardinals,1,7,0.0
Rays,Orioles,1,3,0.0
White Sox,Cubs,5,12,0.0
Rockies,Rangers,0,5,0.0
Tigers,Astros,2,6,0.0
Royals,Mariners,0,1,0.0
Padres,Marlins,1,3,0.0
Twins,Indians,4,9,0.0
Phillies,Blue Jays,6,12,0.0
Dodgers,Giants,1,3,0.0
Blue Jays,Angels,3,4,0.0
D-backs,White Sox,3,9,0.0
Red Sox,Rangers,0,8,0.0
Cubs,Braves,2,3,0.0
Rays,Indians,3,6,0.0
Rockies,Reds,3,4,0.0
Astros,Orioles,3,4,0.0
Mariners,Royals,1,6,0.0
Marlins,Padres,1,10,0.0
Tigers,Twins,1,2,0.0
Brewers,Yankees,3,5,0.0
Mets,Phillies,2,3,0.0
Dodgers,Giants,1,3,0.0
Cardinals,Pirates,4,6,0.0
Nationals,Athletics,0,8,0.0
Blue Jays,Angels,3,5,0.0
White Sox,D-backs,3,4,0.0
Rangers,Red Sox,3,8,0.0
Cubs,Braves,0,2,0.0
Indians,Rays,1,7,0.0
Reds,Rockies,2,11,0.0
Astros,Orioles,4,5,0.0
Royals,Mariners,1,3,0.0
Marlins,Padres,3,9,0.0
Twins,Tigers,3,9,0.0
Yankees,Brewers,4,5,0.0
Mets,Phillies,4,5,0.0
Giants,Dodgers,2,6,0.0
Cardinals,Pirates,3,4,0.0
Nationals,Athletics,3,4,0.0
Blue Jays,Angels,3,9,0.0
White Sox,D-backs,1,5,0.0
Rangers,Red Sox,2,5,0.0
Cubs,Braves,2,5,0.0
Rays,Indians,5,6,0.0
Rockies,Reds,1,4,0.0
Orioles,Astros,2,5,0.0
Mariners,Royals,7,9,0.0
Marlins,Padres,4,5,0.0
Tigers,Twins,3,4,0.0
Yankees,Brewers,5,6,0.0
Phillies,Mets,4,5,0.0
Dodgers,Giants,4,7,0.0
Pirates,Cardinals,5,6,0.0
Nationals,Athletics,1,9,0.0
Angels,Blue Jays,3,7,0.0
Braves,Giants,2,4,0.0
White Sox,Athletics,4,5,0.0
Cardinals,Cubs,5,17,0.0
Orioles,Tigers,1,4,0.0
Marlins,Dodgers,5,6,0.0
Yankees,Mets,7,9,0.0
Rays,Mariners,5,12,0.0
Astros,Rangers,0,4,0.0
D-backs,Nationals,5,6,0.0
Phillies,Angels,3,4,0.0
Giants,Braves,0,5,0.0
Red Sox,Twins,6,8,0.0
White Sox,Athletics,0,11,0.0
Cubs,Cardinals,3,4,0.0
Indians,Blue Jays,4,5,0.0
Rockies,Royals,1,5,0.0
Orioles,Tigers,1,4,0.0
Marlins,Dodgers,1,7,0.0
Yankees,Mets,7,12,0.0
Pirates,Brewers,2,5,0.0
Reds,Padres,1,2,0.0
Mariners,Rays,1,2,0.0
Rangers,Astros,0,8,0.0
Nationals,D-backs,1,3,0.0
Phillies,Angels,0,3,0.0
Braves,Giants,4,10,0.0
Twins,Red Sox,4,9,0.0
Athletics,White Sox,2,4,0.0
Blue Jays,Indians,4,15,0.0
Rockies,Royals,2,3,0.0
Orioles,Tigers,5,7,0.0
Dodgers,Marlins,3,13,0.0
Mets,Yankees,0,4,0.0
Brewers,Pirates,1,4,0.0
Mariners,Rays,0,2,0.0
Rangers,Astros,4,5,0.0
D-backs,Nationals,1,5,0.0
Royals,Orioles,1,2,0.0
Red Sox,Twins,3,4,0.0
Cubs,Cardinals,3,5,0.0
Indians,Blue Jays,2,4,0.0
Marlins,Giants,4,6,0.0
Mets,Yankees,0,1,0.0
Pirates,Brewers,3,4,0.0
Padres,Reds,0,5,0.0
Reds,Padres,1,6,0.0
Rays,Angels,5,6,0.0
Braves,Cardinals,2,5,0.0
Royals,Orioles,0,4,0.0
Astros,White Sox,2,7,0.0
Phillies,Reds,0,3,0.0
Red Sox,Tigers,0,1,0.0
D-backs,Dodgers,0,7,0.0
Giants,Marlins,5,7,0.0
Cubs,Brewers,3,4,0.0
Mets,Nationals,2,5,0.0
Indians,Athletics,1,11,0.0
Padres,Rockies,1,3,0.0
Mariners,Twins,4,5,0.0
Angels,Rays,0,3,0.0
Rangers,Blue Jays,0,2,0.0
Braves,Cardinals,1,4,0.0
Orioles,Royals,0,1,0.0
White Sox,Astros,5,6,0.0
Reds,Phillies,1,12,0.0
Red Sox,Tigers,1,6,0.0
Dodgers,D-backs,7,18,0.0
Giants,Marlins,0,5,0.0
Brewers,Cubs,0,3,0.0
Nationals,Mets,2,5,0.0
Indians,Athletics,2,6,0.0
Pirates,Yankees,1,7,0.0
Rockies,Padres,5,8,0.0
Mariners,Twins,3,4,0.0
Rays,Angels,0,6,0.0
Rangers,Blue Jays,2,4,0.0
Cardinals,Braves,5,6,0.0
Orioles,Royals,6,8,0.0
White Sox,Astros,2,8,0.0
Reds,Phillies,3,8,0.0
Red Sox,Tigers,2,6,0.0
Dodgers,D-backs,3,5,0.0
Marlins,Giants,1,4,0.0
Brewers,Cubs,2,4,0.0
Mets,Nationals,3,6,0.0
Indians,Athletics,3,13,0.0
Pirates,Yankees,3,4,0.0
Yankees,Pirates,3,5,0.0
Padres,Rockies,6,8,0.0
Twins,Mariners,2,6,0.0
Rays,Angels,2,6,0.0
Blue Jays,Rangers,2,6,0.0
Royals,White Sox,6,7,0.0
Nationals,Reds,3,4,0.0
Tigers,Indians,4,5,0.0
Angels,Astros,2,5,0.0
Brewers,Braves,3,9,0.0
D-backs,Cardinals,0,5,0.0
Pirates,Orioles,2,9,0.0
Royals,White Sox,6,7,0.0
Reds,Nationals,4,9,0.0
Tigers,Indians,2,6,0.0
Astros,Angels,3,9,0.0
Mets,Dodgers,4,9,0.0
Brewers,Braves,0,5,0.0
Padres,Twins,3,5,0.0
Yankees,Cubs,1,6,0.0
Rays,Athletics,0,3,0.0
Marlins,Phillies,5,6,0.0
Rangers,Mariners,2,6,0.0
Giants,Rockies,4,5,0.0
Red Sox,Blue Jays,4,7,0.0
D-backs,Cardinals,2,3,0.0
Orioles,Pirates,8,9,0.0
White Sox,Royals,1,3,0.0
Nationals,Reds,1,2,0.0
Tigers,Indians,10,11,0.0
Astros,Angels,1,2,0.0
Mets,Dodgers,3,4,0.0
Braves,Brewers,1,6,0.0
Padres,Twins,0,2,0.0
Cubs,Yankees,2,4,0.0
Rays,Athletics,2,3,0.0
Phillies,Marlins,5,14,0.0
Mariners,Rangers,3,4,0.0
Rockies,Giants,1,5,0.0
Red Sox,Blue Jays,4,6,0.0
D-backs,Cardinals,2,4,0.0
Padres,Cubs,1,5,0.0
Orioles,Indians,7,8,0.0
Astros,Mariners,1,3,0.0
Dodgers,Mets,3,5,0.0
Brewers,Braves,4,5,0.0
Yankees,White Sox,2,3,0.0
Athletics,Rays,2,5,0.0
Phillies,Marlins,3,4,0.0
Rockies,Giants,2,4,0.0
Tigers,Rangers,2,9,0.0
Red Sox,Blue Jays,2,7,0.0
Nationals,Pirates,1,3,0.0
Red Sox,Rays,0,1,0.0
Cubs,Padres,1,11,0.0
Indians,Orioles,4,8,0.0
Rockies,Braves,2,3,0.0
Astros,Mariners,1,6,0.0
Royals,Angels,1,6,0.0
Phillies,Dodgers,0,2,0.0
Marlins,Brewers,5,9,0.0
Twins,Giants,2,6,0.0
Yankees,White Sox,5,6,0.0
Athletics,Blue Jays,2,3,0.0
Cardinals,Reds,3,5,0.0
Rangers,Tigers,2,7,0.0
Nationals,Pirates,3,4,0.0
Mets,D-backs,2,3,0.0
Red Sox,Rays,5,6,0.0
Padres,Cubs,2,3,0.0
Orioles,Indians,0,9,0.0
Braves,Rockies,1,3,0.0
Mariners,Astros,4,9,0.0
Angels,Royals,4,7,0.0
Dodgers,Phillies,3,5,0.0
Brewers,Marlins,1,2,0.0
Twins,Giants,1,2,0.0
White Sox,Yankees,3,4,0.0
Athletics,Blue Jays,2,5,0.0
Reds,Cardinals,3,6,0.0
Tigers,Rangers,2,12,0.0
Nationals,Pirates,2,3,0.0
Mets,D-backs,1,2,0.0
D-backs,Mets,2,4,0.0
Red Sox,Rays,5,8,0.0
Cubs,Padres,3,4,0.0
Indians,Orioles,2,4,0.0
Rockies,Braves,0,7,0.0
Mariners,Astros,1,4,0.0
Royals,Angels,3,4,0.0
Phillies,Dodgers,0,6,0.0
Marlins,Brewers,1,7,0.0
Twins,Giants,1,8,0.0
White Sox,Yankees,1,7,0.0
Athletics,Blue Jays,1,3,0.0
Reds,Cardinals,0,4,0.0
Tigers,Rangers,4,12,0.0
Pirates,Nationals,2,5,0.0
